Hr Org Unit Key,Hr Org Unit Id,Hr Org Unit Title,Hr Org Unit Level,Hr Department Id,Hr Department Code,Hr Department Code Old,Hr Department Name,Hr Department Name Long,Hr Department Name Alpha,Org Hier School Area Name,Org Hier Top Level Name,Org Hier Root Name,Hr Org Level1 Id,Hr Org Level1 Sort,Hr Org Level1 Name,Hr Org Level2 Id,Hr Org Level2 Sort,Hr Org Level2 Name,Hr Org Level3 Id,Hr Org Level3 Sort,Hr Org Level3 Name,Hr Org Level4 Id,Hr Org Level4 Sort,Hr Org Level4 Name,Hr Org Level5 Id,Hr Org Level5 Sort,Hr Org Level5 Name,Dlc Key,Dlc Name,Warehouse Load Date
O10000292,10000292,Industrial Performance Center,DEPARTMENTS,10000292.0,HR-060300,60300.0,Industrial Performance Center,Industrial Performance Center,Industrial Performance Center,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10003508.0,40.0,Nuclear Science & Engineering Area,10000292.0,42.0,Industrial Performance Center,D_NUCENG,Nuclear Science and Engineering,01/08/16 01:03 AM
O10004909,10004909,MIT Environmental Solutions Initiative,DEPARTMENTS,10004909.0,HR-402400,402400.0,MIT Environmental Solutions Initiative,MIT Environmental Solutions Initiative,MIT Environmental Solutions Initiative,VP Research,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000032.0,281.0,VP Research,10004909.0,296.0,MIT Environmental Solutions Initiative,,,,D_MITESI,MIT Environmental Solutions Initiative,01/08/16 01:03 AM
O10000577,10000577,MIT Sea Grant College Program,DEPARTMENTS,10000577.0,HR-266300,266300.0,MIT Sea Grant College Program,Sea Grant College Program,Sea Grant College Program,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10004983.0,47.0,Mechanical Eng Area,10000577.0,48.0,MIT Sea Grant College Program,D_MECHE,Mechanical Engineering,01/08/16 01:03 AM
O10004808,10004808,Chancellor for Academic Advancement,DEPARTMENTS,10004808.0,HR-401501,401501.0,Chancellor for Academic Advancement,Chancellor for Academic Advancement,Chancellor for Academic Advancement,Chancellor's Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10003358.0,3.0,Chancellor's Area,10004808.0,5.0,Chancellor for Academic Advancement,,,,D_CAA,Chancellor Academic Advancement,01/08/16 01:03 AM
O10000595,10000595,Office of the President,DEPARTMENTS,10000595.0,HR-401000,401000.0,Office of the President,Office of the President,Office of the President,President & Chairman of the Corporation,President & Chairman of the Corporation,MIT-All,10000000.0,1.0,MIT-All,10000003.0,425.0,President & Chairman of the Corporation,10000595.0,433.0,Office of the President,,,,,,,D_PRESIDENT,Office of President / Chairman,01/08/16 01:03 AM
O10000605,10000605,List Visual Arts Center,DEPARTMENTS,10000605.0,HR-401812,401812.0,List Visual Arts Center,List Visual Arts Center,List Visual Arts Center,Associate Provost for the Arts,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000006.0,136.0,Associate Provost for the Arts,10000605.0,138.0,List Visual Arts Center,,,,D_LVA,List Visual Arts Center,01/08/16 01:03 AM
O10002983,10002983,DUE UROP,DEPARTMENTS,10002983.0,HR-441420,441420.0,DUE UROP,DUE UROP,DUE UROP,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000013.0,182.0,Dean for Undergraduate Education Area,10002984.0,189.0,UAAP Area,10002983.0,190.0,DUE UROP,D_ACAD,Academic Services,01/08/16 01:03 AM
O10004408,10004408,Alumni Association Strategic Initiatives,DEPARTMENTS,10004408.0,HR-871020,871020.0,Alumni Association Strategic Initiatives,Alumni Association Strategic Initiatives,Alumni Association Strategic Initiatives,Alumni Association Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10004183.0,349.0,Alumni Association Area,10004408.0,351.0,Alumni Association Strategic Initiatives,,,,D_ALUM,Alumni Association,01/08/16 01:03 AM
O10004409,10004409,Alumni Association Relations,DEPARTMENTS,10004409.0,HR-871060,871060.0,Alumni Association Relations,Alumni Association Relations,Alumni Association Relations,Alumni Association Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10004183.0,349.0,Alumni Association Area,10004409.0,352.0,Alumni Association Relations,,,,D_ALUM,Alumni Association,01/08/16 01:03 AM
O10004434,10004434,Alumni Association Communications,DEPARTMENTS,10004434.0,HR-871090,871090.0,Alumni Association Communications,Alumni Association Communications,Alumni Association Communications,Alumni Association Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10004183.0,349.0,Alumni Association Area,10004434.0,355.0,Alumni Association Communications,,,,D_ALUM,Alumni Association,01/08/16 01:03 AM
O10004683,10004683,Office of Risk Management,DEPARTMENTS,10004683.0,HR-405718,405718.0,Office of Risk Management,Office of Risk Management,Office of Risk Management,President & Chairman of the Corporation,President & Chairman of the Corporation,MIT-All,10000000.0,1.0,MIT-All,10000003.0,425.0,President & Chairman of the Corporation,10004683.0,436.0,Office of Risk Management,,,,,,,D_SENIOR,Senior Counsel,01/08/16 01:03 AM
O10000548,10000548,Whitaker College of Health Sci & Tech,DEPARTMENTS,10000548.0,HR-160000,160000.0,Whitaker College of Health Sci & Tech,Whitaker College of Health Science & Technology,Whitaker College of Health Science & Technology,Whitaker,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000036.0,312.0,Whitaker,10000548.0,313.0,Whitaker College of Health Sci & Tech,,,,D_WHIT,Whitaker College,01/08/16 01:03 AM
O10000371,10000371,Center for International Studies,DEPARTMENTS,10000371.0,HR-097500,97500.0,Center for International Studies,Center for International Studies,Center for International Studies,"Humanities, Arts, & Social Sciences Area",Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000020.0,85.0,"Humanities, Arts, & Social Sciences Area",10000371.0,93.0,Center for International Studies,,,,D_CIS,Center for International Studies,01/08/16 01:03 AM
O10000618,10000618,Technology Licensing Office,DEPARTMENTS,10000618.0,HR-404000,404000.0,Technology Licensing Office,Technology Licensing Office,Technology Licensing Office,Office of Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000025.0,247.0,Office of Provost Area,10000218.0,248.0,Provost Office,10000618.0,257.0,Technology Licensing Office,D_TLO,Techology Licensing Office,01/08/16 01:03 AM
O10000329,10000329,Ocean Engineering,DEPARTMENTS,10000329.0,HR-067000,67000.0,Ocean Engineering,Department of Ocean Engineering,"Ocean Engineering, Department of",Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10000329.0,62.0,Ocean Engineering,,,,D_MECHE,Mechanical Engineering,01/08/16 01:03 AM
O10000655,10000655,Vice President for Human Resources,DEPARTMENTS,10000655.0,HR-409100,409100.0,Vice President for Human Resources,Office of the Vice President for Human Resources,Vice President for Human Resources,VP for Human Resources Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10000033.0,391.0,VP for Human Resources Area,10000655.0,393.0,Vice President for Human Resources,,,,D_HR,Human Resources Department,01/08/16 01:03 AM
O10000671,10000671,Corporate Relations/Indust Liaison Prog,DEPARTMENTS,10000671.0,HR-413000,413000.0,Corporate Relations/Indust Liaison Prog,Corporate Relations/Industrial Liaison Program,Corporate Relations/Industrial Liaison Program,Office of Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000025.0,247.0,Office of Provost Area,10000218.0,248.0,Provost Office,10000671.0,258.0,Corporate Relations/Indust Liaison Prog,D_ILP,INDUSTRIAL LIAISON PROGRAM,01/08/16 01:03 AM
O10000756,10000756,Student Services Information Technology,DEPARTMENTS,10000756.0,HR-446200,446200.0,Student Services Information Technology,Student Services Information Technology,Student Services Information Technology,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000013.0,182.0,Dean for Undergraduate Education Area,10000756.0,217.0,Student Services Information Technology,,,,D_SSIT,Student Services Information Technology,01/08/16 01:03 AM
O10000542,10000542,Picower Institute for Learning & Memory,DEPARTMENTS,10000542.0,HR-159300,159300.0,Picower Institute for Learning & Memory,Picower Institute for Learning & Memory,Picower Institute for Learning & Memory,Science Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000030.0,117.0,Science Area,10000542.0,129.0,Picower Institute for Learning & Memory,,,,D_PILM,Picower Institute for Learning & Memory,01/08/16 01:03 AM
O10000705,10000705,Budget and Financial Analysis,DEPARTMENTS,10000705.0,HR-427000,427000.0,Budget and Financial Analysis,Budget and Financial Analysis,Budget and Financial Analysis,VP for Finance Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10003333.0,323.0,VP for Finance Area,10000705.0,343.0,Budget and Financial Analysis,,,,D_OBFP,Office of Budget & Financial Planning,01/08/16 01:03 AM
O10000596,10000596,Dibner Institute,DEPARTMENTS,10000596.0,HR-401100,401100.0,Dibner Institute,Dibner Institute,Dibner Institute,Office of Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000025.0,247.0,Office of Provost Area,10000218.0,248.0,Provost Office,10000596.0,250.0,Dibner Institute,D_DIBNER,Dibner Institute,01/08/16 01:03 AM
O10000041,10000041,Admissions Office Area,ORGANIZATION LEVEL,,,,,,,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000013.0,182.0,Dean for Undergraduate Education Area,10000041.0,197.0,Admissions Office Area,,,,,,01/08/16 01:03 AM
O10000100,10000100,Dean for Undergraduate Education Offices,ORGANIZATION LEVEL,,,,,,,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000013.0,182.0,Dean for Undergraduate Education Area,10000100.0,204.0,Dean for Undergraduate Education Offices,,,,,,01/08/16 01:03 AM
O10002258,10002258,ME Special Projects,DEPARTMENTS,10002258.0,HR-441060,441060.0,ME Special Projects,ME Special Projects,ME Special Projects,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000013.0,182.0,Dean for Undergraduate Education Area,10000100.0,204.0,Dean for Undergraduate Education Offices,10002258.0,207.0,ME Special Projects,D_DUE:HQ,DUE HQ,01/08/16 01:03 AM
O10002558,10002558,Residential Life Programs,DEPARTMENTS,10002558.0,HR-441325,441325.0,Residential Life Programs,Residential Life Programs,Residential Life Programs,Dean for Student Life Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000012.0,140.0,Dean for Student Life Area,10000223.0,170.0,Residential Life Programs Area,10002558.0,172.0,Residential Life Programs,D_SLP,Student Life Programs,01/08/16 01:03 AM
O10002536,10002536,The Aga Khan Program,DEPARTMENTS,10002536.0,HR-031500,31500.0,The Aga Khan Program,The Aga Khan Program,The Aga Khan Program,Architecture & Planning Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000005.0,7.0,Architecture & Planning Area,10002536.0,20.0,The Aga Khan Program,,,,D_ARCH,Architecture,01/08/16 01:03 AM
O10002534,10002534,SLP Operating Accounts,DEPARTMENTS,10002534.0,HR-441620,441620.0,SLP Operating Accounts,SLP Operating Accounts,SLP Operating Accounts,Dean for Student Life Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000012.0,140.0,Dean for Student Life Area,10002533.0,141.0,Student Life Programs Area,10002534.0,142.0,SLP Operating Accounts,D_SLP,Student Life Programs,01/08/16 01:03 AM
O10000335,10000335,Project I-Campus,DEPARTMENTS,10000335.0,HR-068400,68400.0,Project I-Campus,Project I-Campus,Project I-Campus,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10000335.0,76.0,Project I-Campus,,,,D_ICAMPUS,Project I-Campus,01/08/16 01:03 AM
O10000639,10000639,Office of the General Counsel,DEPARTMENTS,10000639.0,HR-405700,405700.0,Office of the General Counsel,Office of the General Counsel,Office of the General Counsel,President & Chairman of the Corporation,President & Chairman of the Corporation,MIT-All,10000000.0,1.0,MIT-All,10000003.0,425.0,President & Chairman of the Corporation,10000639.0,435.0,Office of the General Counsel,,,,,,,D_SENIOR,Senior Counsel,01/08/16 01:03 AM
O10000346,10000346,Center for Innovation in Product Develmt,DEPARTMENTS,10000346.0,HR-068900,68900.0,Center for Innovation in Product Develmt,Center for Innovation in Product Development,Center for Innovation in Product Development,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10000346.0,79.0,Center for Innovation in Product Develmt,,,,D_CIPD,Center for Innovation in Product Development,01/08/16 01:03 AM
O10000613,10000613,Ofc of the Dean for Graduate Education,DEPARTMENTS,10000613.0,HR-402200,402200.0,Ofc of the Dean for Graduate Education,Office of the Dean for Graduate Education,,Dean of Graduate Education,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000014.0,219.0,Dean of Graduate Education,10000613.0,220.0,Ofc of the Dean for Graduate Education,,,,D_DEANGRAD,Dean Of The Grad School Office,01/08/16 01:03 AM
O10000535,10000535,Brain & Cognitive Sciences,DEPARTMENTS,10000535.0,HR-154500,154500.0,Brain & Cognitive Sciences,Department of Brain and Cognitive Sciences,"Brain and Cognitive Sciences, Department of",Science Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000030.0,117.0,Science Area,10000535.0,127.0,Brain & Cognitive Sciences,,,,D_B&CS,Brain & Cognitive Sciences,01/08/16 01:03 AM
O10000791,10000791,MIT POLICE,DEPARTMENTS,10000791.0,HR-492900,492900.0,MIT POLICE,MIT POLICE,,Executive Vice President Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10000791.0,424.0,MIT POLICE,,,,,,,D_POLICE,MIT Police,01/08/16 01:03 AM
O10004533,10004533,VPF-Administrative Services & Operations,DEPARTMENTS,10004533.0,HR-407005,407005.0,VPF-Administrative Services & Operations,VPF-Administrative Services and Operations,VPF-Administrative Services and Operations,VP for Finance Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10003333.0,323.0,VP for Finance Area,10004533.0,336.0,VPF-Administrative Services & Operations,,,,D_CAS,Controller & Accounting Services,01/08/16 01:03 AM
O10000956,10000956,General Counsel's Office,DEPARTMENTS,10000956.0,HR-405701,405701.0,General Counsel's Office,General Counsel's Office,General Counsel's Office,Env Program  & Risk Mgmt/Sr Counsel Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10000016.0,386.0,Env Program  & Risk Mgmt/Sr Counsel Area,10000956.0,387.0,General Counsel's Office,,,,D_DEFUNCT,Defunct units,01/08/16 01:03 AM
O10000745,10000745,Dean for Student Life,DEPARTMENTS,10000745.0,HR-442000,442000.0,Dean for Student Life,Office of the Dean for Student Life,Dean for Student Life,Dean for Student Life Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000012.0,140.0,Dean for Student Life Area,10000099.0,155.0,Dean for Student Life Offices,10000745.0,156.0,Dean for Student Life,D_DSL:HQ,Dean for Student Life - Headquarters,01/08/16 01:03 AM
O10000748,10000748,Dean for Student Life-Administration,DEPARTMENTS,10000748.0,HR-442040,442040.0,Dean for Student Life-Administration,Office of the Dean for Student Life - Administratn,Dean for Student Life-Administration,Dean for Student Life Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000012.0,140.0,Dean for Student Life Area,10000099.0,155.0,Dean for Student Life Offices,10000748.0,158.0,Dean for Student Life-Administration,D_DSL:HQ,Dean for Student Life - Headquarters,01/08/16 01:03 AM
O10003963,10003963,MA Green High Performance Computing Ctr,DEPARTMENTS,10003963.0,HR-401202,401202.0,MA Green High Performance Computing Ctr,Massachusetts Green High Performance Computing Ctr,Massachusetts Green High Performance Computing Ctr,Other Org Units,Other Org Units,MIT-All,10000000.0,1.0,MIT-All,19999000.0,437.0,Other Org Units,10003963.0,439.0,MA Green High Performance Computing Ctr,,,,,,,D_MGHPCC,Mass Green High Performance Computing,01/08/16 01:03 AM
O10003634,10003634,Athletic Development,DEPARTMENTS,10003634.0,HR-410080,410080.0,Athletic Development,Athletic Development,Athletic Development,VP for Resource Development,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10000035.0,401.0,VP for Resource Development,10000187.0,402.0,Office VP Resource Development,10003634.0,403.0,Athletic Development,D_RESDEV,Vice President for Resource Development,01/08/16 01:03 AM
O10002934,10002934,EHS Level B Coordinators,DEPARTMENTS,10002934.0,HR-392101,392101.0,EHS Level B Coordinators,EHS Level B Coordinators,EHS Level B Coordinators,EHS Headquarters Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10002908.0,319.0,EHS Headquarters Area,10002934.0,322.0,EHS Level B Coordinators,,,,D_EHSO,"Environment, Health and Safety Office",01/08/16 01:03 AM
O10003283,10003283,MIT-HHMI Affiliation,DEPARTMENTS,10003283.0,HR-155000,155000.0,MIT-HHMI Affiliation,MIT-HHMI Affiliation,MIT-HHMI Affiliation,Science Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000030.0,117.0,Science Area,10003283.0,119.0,MIT-HHMI Affiliation,,,,D_HHMI,Howard Hughes Medical Institute,01/08/16 01:03 AM
O10000672,10000672,Intellectual Property Counsel,DEPARTMENTS,10000672.0,HR-416000,416000.0,Intellectual Property Counsel,Intellectual Property Counsel,Intellectual Property Counsel,VP Research,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000032.0,281.0,VP Research,10000672.0,308.0,Intellectual Property Counsel,,,,D_IPCOUNSEL,Intellectual Property Counsel,01/08/16 01:03 AM
O10000951,10000951,LL-Advanced Technology,SUB DEPARTMENT,10000581.0,HR-310000,310000.0,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000581.0,228.0,Lincoln Laboratory,10000951.0,239.0,LL-Advanced Technology,,,,D_LINCOLN,Lincoln Laboratory,01/08/16 01:03 AM
O10002083,10002083,LL-Information Systems Department,SUB DEPARTMENT,10000581.0,HR-310000,310000.0,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000581.0,228.0,Lincoln Laboratory,10002083.0,242.0,LL-Information Systems Department,,,,D_LINCOLN,Lincoln Laboratory,01/08/16 01:03 AM
O10000734,10000734,Office of Academic Services,DEPARTMENTS,10000734.0,HR-441400,441400.0,Office of Academic Services,Office of Academic Services,Office of Academic Services,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000013.0,182.0,Dean for Undergraduate Education Area,10000734.0,214.0,Office of Academic Services,,,,D_ACAD,Academic Services,01/08/16 01:03 AM
O10002433,10002433,Center for Biomedical Innovation,DEPARTMENTS,10002433.0,HR-430000,430000.0,Center for Biomedical Innovation,Center for Biomedical Innovation,"Biomedical Innovation, The Center for",Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10002433.0,34.0,Center for Biomedical Innovation,,,,D_CBI,Center for Biomedical Innovation,01/08/16 01:03 AM
O10003133,10003133,Earth System Initiative,DEPARTMENTS,10003133.0,HR-401511,401511.0,Earth System Initiative,Earth System Initiative,Earth System Initiative,VP Research,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000032.0,281.0,VP Research,10003133.0,285.0,Earth System Initiative,,,,D_ESI,Earth Systems Initiative,01/08/16 01:03 AM
O10005111,10005111,MITii,DEPARTMENTS,10005111.0,HR-401823,401823.0,MITii,MITii,MITii,Office of Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000025.0,247.0,Office of Provost Area,10000218.0,248.0,Provost Office,10005111.0,256.0,MITii,D_MITII,MIT INNOVATION INITIATIVE,01/08/16 01:03 AM
O10004033,10004033,D-Lab,DEPARTMENTS,10004033.0,HR-440102,440102.0,D-Lab,D-Lab,D-Lab,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000013.0,182.0,Dean for Undergraduate Education Area,10004083.0,194.0,Edgerton Area,10004033.0,195.0,D-Lab,D_D-LAB,D-LAB,01/08/16 01:03 AM
O10000338,10000338,Lab for Information & Decision Systems,DEPARTMENTS,10000338.0,HR-068700,68700.0,Lab for Information & Decision Systems,Laboratory for Information and Decision Systems,Laboratory for Information and Decision Systems,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10000338.0,77.0,Lab for Information & Decision Systems,,,,D_LIDS,Laboratory for Information & Decision Systems,01/08/16 01:03 AM
O10005034,10005034,"ODL, Special Projects",DEPARTMENTS,10005034.0,HR-406110,406110.0,"ODL, Special Projects","ODL, Special Projects","ODL, Special Projects",Office of Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000025.0,247.0,Office of Provost Area,10004583.0,264.0,Digital Learning Area,10005083.0,267.0,ODL area,D_DL,Digital Learning,01/08/16 01:03 AM
O10000404,10000404,Center for Collective Intelligence,DEPARTMENTS,10000404.0,HR-121920,121920.0,Center for Collective Intelligence,Center for Collective Intelligence,Center for Collective Intelligence,Sloan School of Management Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000031.0,109.0,Sloan School of Management Area,10000404.0,112.0,Center for Collective Intelligence,,,,D_SLOAN,Sloan School of Management,01/08/16 01:03 AM
O10003658,10003658,MIT-Broad Affiliation,DEPARTMENTS,10003658.0,HR-401864,401864.0,MIT-Broad Affiliation,MIT-Broad Affiliation,MIT-Broad Affiliation,VP Research,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000032.0,281.0,VP Research,10003658.0,286.0,MIT-Broad Affiliation,,,,D_BROADAFF,Broad Affiliations,01/08/16 01:03 AM
O10000653,10000653,Human Resources,DEPARTMENTS,10000653.0,HR-409000,409000.0,Human Resources,Human Resources Department,Human Resources Department,VP for Human Resources Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10000033.0,391.0,VP for Human Resources Area,10000653.0,392.0,Human Resources,,,,D_HR,Human Resources Department,01/08/16 01:03 AM
O10003488,10003488,Travel,DEPARTMENTS,10003488.0,HR-407020,407020.0,Travel,Travel,Travel,VP for Finance Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10003333.0,323.0,VP for Finance Area,10003683.0,326.0,Financial Operations Area,10003488.0,330.0,Travel,D_TRAVEL,Travel office,01/08/16 01:03 AM
O10003733,10003733,Res Dev HR & Strategic Talent Management,DEPARTMENTS,10003733.0,HR-410004,410004.0,Res Dev HR & Strategic Talent Management,Res Dev HR and Strategic Talent Management,Res Dev HR and Strategic Talent Management,VP for Resource Development,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10000035.0,401.0,VP for Resource Development,10000187.0,402.0,Office VP Resource Development,10003733.0,404.0,Res Dev HR & Strategic Talent Management,D_RESDEV,Vice President for Resource Development,01/08/16 01:03 AM
O10000682,10000682,Financial Systems Services,DEPARTMENTS,10000682.0,HR-421200,421200.0,Financial Systems Services,Financial Systems Services,Financial Systems Services,VP for Info Services & Technology Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10002058.0,396.0,VP for Info Services & Technology Area,10000682.0,400.0,Financial Systems Services,,,,D_IS&T,Information Services and Technology,01/08/16 01:03 AM
O10000347,10000347,Department of Biological Engineering,DEPARTMENTS,10000347.0,HR-069200,69200.0,Department of Biological Engineering,Department of Biological Engineering,"Biological Engineering, Department of",Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10000347.0,80.0,Department of Biological Engineering,,,,D_BIOENG,Biological Engineering,01/08/16 01:03 AM
O10002108,10002108,Environmental Health & Safety Mgmt Sys,DEPARTMENTS,10002108.0,HR-392200,392200.0,Environmental Health & Safety Mgmt Sys,Environmental Health and Safety Management Systems,Environmental Health & Safety Mgmt Sys,Executive Vice President Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10002108.0,318.0,Environmental Health & Safety Mgmt Sys,,,,,,,D_EHSO,"Environment, Health and Safety Office",01/08/16 01:03 AM
O10002559,10002559,Pub Operations,DEPARTMENTS,10002559.0,HR-801020,801020.0,Pub Operations,Pub Operations,Pub Operations,Dean for Student Life Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000012.0,140.0,Dean for Student Life Area,10002033.0,162.0,Enterprise Services Area,10002559.0,163.0,Pub Operations,D_DINING,Campus Dining,01/08/16 01:03 AM
O10000328,10000328,Administrative Services: Chem E/DMSE,DEPARTMENTS,10000328.0,HR-066200,66200.0,Administrative Services: Chem E/DMSE,Administrative Services: Chemical Engineering & MS,Administrative Services:chem E/M S & E,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10000328.0,73.0,Administrative Services: Chem E/DMSE,,,,D_ASO:HQ,Administrative Services Org. Headquarters,01/08/16 01:03 AM
O10000911,10000911,Credit Union,DEPARTMENTS,10000911.0,HR-872000,872000.0,Credit Union,Credit Union,Credit Union,Other Org Units,Other Org Units,MIT-All,10000000.0,1.0,MIT-All,19999000.0,437.0,Other Org Units,10000911.0,438.0,Credit Union,,,,,,,D_CREDITUNION,Credit Union,01/08/16 01:03 AM
O10000644,10000644,Academic Media Production Services,DEPARTMENTS,10000644.0,HR-406100,406100.0,Academic Media Production Services,Academic Media Production Services,Academic Media Production Services,Office of Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000025.0,247.0,Office of Provost Area,10000644.0,262.0,Academic Media Production Services,,,,D_DL,Digital Learning,01/08/16 01:03 AM
O10000574,10000574,Operations Research Center,DEPARTMENTS,10000574.0,HR-121152,121152.0,Operations Research Center,Operations Research Center,Operations Research Center,Sloan School of Management Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000031.0,109.0,Sloan School of Management Area,10000574.0,116.0,Operations Research Center,,,,D_SLOAN,Sloan School of Management,01/08/16 01:03 AM
