Srid,Coord Ref Sys Name,Coord Sys Id,Source Geog Srid,Projection Conv Id,Information Source,Data Source
"2,066",Mount Dillon / Tobago Grid,"4,407","4,157","19,924","",EPSG
"2,067",Naparima 1955 / UTM zone 20N,"4,400","4,158","16,020","",EPSG
"2,068",ELD79 / Libya zone 5,"4,499","4,159","18,240",Brown and Root,EPSG
"2,069",ELD79 / Libya zone 6,"4,499","4,159","18,241",Brown and Root,EPSG
"2,070",ELD79 / Libya zone 7,"4,499","4,159","18,242",Brown and Root,EPSG
"2,071",ELD79 / Libya zone 8,"4,499","4,159","18,243",Brown and Root,EPSG
"2,072",ELD79 / Libya zone 9,"4,499","4,159","18,244",Brown and Root,EPSG
"2,073",ELD79 / Libya zone 10,"4,499","4,159","18,245",Brown and Root,EPSG
"2,074",ELD79 / Libya zone 11,"4,499","4,159","18,246",Brown and Root,EPSG
"2,075",ELD79 / Libya zone 12,"4,499","4,159","18,247",Brown and Root,EPSG
"2,076",ELD79 / Libya zone 13,"4,499","4,159","18,248",Brown and Root,EPSG
"2,077",ELD79 / UTM zone 32N,"4,400","4,159","16,032",Brown and Root,EPSG
"2,078",ELD79 / UTM zone 33N,"4,400","4,159","16,033",Brown and Root,EPSG
"2,079",ELD79 / UTM zone 34N,"4,400","4,159","16,034",Brown and Root,EPSG
"2,080",ELD79 / UTM zone 35N,"4,400","4,159","16,035",Brown and Root,EPSG
"2,081",Chos Malal 1914 / Argentina zone 2,"4,530","4,160","18,032",Various oil industry records,EPSG
"2,082",Pampa del Castillo / Argentina zone 2,"4,530","4,161","18,032",Various oil industry records,EPSG
"2,083",Hito XVIII 1963 / Argentina zone 2,"4,530","4,254","18,032",Total-Fina,EPSG
"2,084",Hito XVIII 1963 / UTM zone 19S,"4,400","4,254","16,119",Total-Fina,EPSG
"2,085",NAD27 / Cuba Norte,"4,532","4,267","18,061",Institut Cubano di Hidrografia (ICH),EPSG
"2,086",NAD27 / Cuba Sur,"4,532","4,267","18,062",Institut Cubano di Hidrografia (ICH),EPSG
"2,087",ELD79 / TM 12 NE,"4,400","4,159","16,412",Total-Fina,EPSG
"2,088",Carthage / TM 11 NE,"4,400","4,223","16,411",Total-Fina,EPSG
"2,089",Yemen NGN96 / UTM zone 38N,"4,400","4,163","16,038",IGN Paris,EPSG
"2,090",Yemen NGN96 / UTM zone 39N,"4,400","4,163","16,039",IGN Paris,EPSG
"2,091",South Yemen / Gauss Kruger zone 8,"4,530","4,164","16,208",IGN Paris,EPSG
"2,092",South Yemen / Gauss Kruger zone 9,"4,530","4,164","16,209",IGN Paris,EPSG
"2,093",Hanoi 1972 / GK 106 NE,"4,530","4,147","16,586",BP Amoco,EPSG
"2,094",WGS 72BE / TM 106 NE,"4,400","4,324","16,506",Total-Fina,EPSG
"2,095",Bissau / UTM zone 28N,"4,400","4,165","16,028",US National Imagery and Mapping Agency TR8350.2.,EPSG
"2,096",Korean 1985 / Korea East Belt,"4,530","4,162","18,251",Clifford J. Mugnier; in Photogrammetric Engineering & Remote Sensing November 1999. http://www.asprs.org/resources.html,EPSG
"2,097",Korean 1985 / Korea Central Belt,"4,530","4,162","18,252",Clifford J. Mugnier; in Photogrammetric Engineering & Remote Sensing November 1999. http://www.asprs.org/resources.html,EPSG
"2,098",Korean 1985 / Korea West Belt,"4,530","4,162","18,253",Clifford J. Mugnier; in Photogrammetric Engineering & Remote Sensing November 1999. http://www.asprs.org/resources.html,EPSG
"2,099",Qatar 1948 / Qatar Grid,"4,400","4,286","19,953","",EPSG
"2,100",GGRS87 / Greek Grid,"4,400","4,121","19,930",Geodesy Department; Public Petroleum Corporation of Greece.,EPSG
"2,101",Lake / Maracaibo Grid M1,"4,499","4,249","18,260",Various oil company sources.,EPSG
"2,298",Qornoq 1927 / Greenland zone 2 east,"4,501","4,194","18,422","Kort & Matrikelstyrelsen, Copenhagen.",EPSG
"2,299",Qornoq 1927 / Greenland zone 2 west,"4,501","4,194","18,432","Kort & Matrikelstyrelsen, Copenhagen.",EPSG
"2,300",Qornoq 1927 / Greenland zone 3 east,"4,501","4,194","18,423","Kort & Matrikelstyrelsen, Copenhagen.",EPSG
"2,301",Qornoq 1927 / Greenland zone 3 west,"4,501","4,194","18,433","Kort & Matrikelstyrelsen, Copenhagen.",EPSG
"2,302",Qornoq 1927 / Greenland zone 4 east,"4,501","4,194","18,424","Kort & Matrikelstyrelsen, Copenhagen.",EPSG
"2,303",Qornoq 1927 / Greenland zone 4 west,"4,501","4,194","18,434","Kort & Matrikelstyrelsen, Copenhagen.",EPSG
"2,304",Qornoq 1927 / Greenland zone 5 west,"4,501","4,194","18,435","Kort & Matrikelstyrelsen, Copenhagen.",EPSG
"2,305",Qornoq 1927 / Greenland zone 6 west,"4,501","4,194","18,436","Kort & Matrikelstyrelsen, Copenhagen.",EPSG
"2,306",Qornoq 1927 / Greenland zone 7 west,"4,501","4,194","18,437","Kort & Matrikelstyrelsen, Copenhagen.",EPSG
"2,307",Qornoq 1927 / Greenland zone 8 east,"4,501","4,194","18,428","Kort & Matrikelstyrelsen, Copenhagen.",EPSG
"2,308",Batavia / TM 109 SE,"4,400","4,211","16,709",BP Indonesia.,EPSG
"2,309",WGS 84 / TM 116 SE,"4,400","4,326","16,716",BP Indonesia.,EPSG
"2,310",WGS 84 / TM 132 SE,"4,400","4,326","16,732",BP Indonesia.,EPSG
"2,311",WGS 84 / TM 6 NE,"4,400","4,326","16,406",ExxonMobil.,EPSG
"2,312",Garoua / UTM zone 33N,"4,400","4,197","16,033",TotalFinaElf,EPSG
"2,313",Kousseri / UTM zone 33N,"4,400","4,198","16,033",TotalFinaElf,EPSG
"2,314",Trinidad 1903 / Trinidad Grid (ftCla),"4,403","4,302","19,975",BP,EPSG
"2,315",Campo Inchauspe / UTM zone 19S,"4,400","4,221","16,119",TotalFinaElf,EPSG
"2,316",Campo Inchauspe / UTM zone 20S,"4,400","4,221","16,120",TotalFinaElf,EPSG
"2,317",PSAD56 / ICN Regional,"4,499","4,248","19,976",Institute Cartografica Nacional,EPSG
"2,318",Ain el Abd / Aramco Lambert,"4,400","4,204","19,977",Saudi Aramco,EPSG
"2,391",KKJ / Finland zone 1,"4,530","4,123","18,191",www.nls.fi/maa/papers/kkj.html,EPSG
"2,392",KKJ / Finland zone 2,"4,530","4,123","18,192",www.nls.fi/maa/papers/kkj.html,EPSG
"2,393",KKJ / Finland Uniform Coordinate System,"4,530","4,123","18,193",www.nls.fi/maa/papers/kkj.html,EPSG
"2,394",KKJ / Finland zone 4,"4,530","4,123","18,194",www.nls.fi/maa/papers/kkj.html,EPSG
"2,400",RT90 2.5 gon W,"4,530","4,124","19,929",National Land Survey of Sweden,EPSG
"2,550",Samboja / UTM zone 50S,"4,400","4,125","16,150","",EPSG
"2,600",Lietuvos Koordinoei Sistema 1994,"4,530","4,126","19,934","",EPSG
"2,736",Tete / UTM zone 36S,"4,400","4,127","16,136",Direcao Nacional de Geografia e Cadastral (DINAGECA).,EPSG
"2,737",Tete / UTM zone 37S,"4,400","4,127","16,137",Direcao Nacional de Geografia e Cadastral (DINAGECA).,EPSG
"3,036",Moznet / UTM zone 36S,"4,400","4,130","16,136",Direcao Nacional de Geografia e Cadastral (DINAGECA).,EPSG
"3,037",Moznet / UTM zone 37S,"4,400","4,130","16,137",Direcao Nacional de Geografia e Cadastral (DINAGECA).,EPSG
"3,148",Indian 1960 / UTM zone 48N,"4,400","4,131","16,048","",EPSG
"3,149",Indian 1960 / UTM zone 49N,"4,400","4,131","16,049","",EPSG
"3,176",Indian 1960 / TM 106 NE,"4,400","4,131","16,506",Petrovietnam,EPSG
"3,200",FD58 / Iraq zone,"4,400","4,132","19,906",IOEPC records.,EPSG
"3,300",Estonian Coordinate System of 1992,"4,530","4,133","19,938",http://www.geo.ut.ee/~raivo/estcoord.html,EPSG
"3,301",Estonian Coordinate System of 1997,"4,530","4,180","19,938",Estonian National Land Board via EuroGeographics; http://crs.ifag.de/,EPSG
"3,439",PSD93 / UTM zone 39N,"4,400","4,134","16,039",Petroleum Development Oman,EPSG
"3,440",PSD93 / UTM zone 40N,"4,400","4,134","16,040",Petroleum Development Oman,EPSG
"3,561",Old Hawaiian / Hawaii zone 1,"4,497","4,135","15,101","",EPSG
"3,562",Old Hawaiian / Hawaii zone 2,"4,497","4,135","15,102","",EPSG
"3,563",Old Hawaiian / Hawaii zone 3,"4,497","4,135","15,103","",EPSG
"3,564",Old Hawaiian / Hawaii zone 4,"4,497","4,135","15,104","",EPSG
"3,565",Old Hawaiian / Hawaii zone 5,"4,497","4,135","15,105","",EPSG
"3,920",Puerto Rico / UTM zone 20N,"4,400","4,139","16,020",Ordnance Survey of Great Britain,EPSG
"3,991",Puerto Rico State Plane CS of 1927,"4,497","4,139","15,201",US National Geodetic Survey,EPSG
"3,992",Puerto Rico / St. Croix,"4,497","4,139","15,202",US National Geodetic Survey,EPSG
"2,254",NAD83 / Mississippi East (ftUS),"4,497","4,269","15,336",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,255",NAD83 / Mississippi West (ftUS),"4,497","4,269","15,337",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,256",NAD83 / Montana (ft),"4,495","4,269","15,338",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,257",NAD83 / New Mexico East (ftUS),"4,497","4,269","15,339",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,258",NAD83 / New Mexico Central (ftUS),"4,497","4,269","15,340",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,259",NAD83 / New Mexico West (ftUS),"4,497","4,269","15,341",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,260",NAD83 / New York East (ftUS),"4,497","4,269","15,342",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,261",NAD83 / New York Central (ftUS),"4,497","4,269","15,343",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,262",NAD83 / New York West (ftUS),"4,497","4,269","15,344",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,263",NAD83 / New York Long Island (ftUS),"4,497","4,269","15,345",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,264",NAD83 / North Carolina (ftUS),"4,497","4,269","15,346",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,265",NAD83 / North Dakota North (ft),"4,495","4,269","15,347",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,266",NAD83 / North Dakota South (ft),"4,495","4,269","15,348",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,267",NAD83 / Oklahoma North (ftUS),"4,497","4,269","15,349",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,268",NAD83 / Oklahoma South (ftUS),"4,497","4,269","15,350",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,269",NAD83 / Oregon North (ft),"4,495","4,269","15,351",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,270",NAD83 / Oregon South (ft),"4,495","4,269","15,352",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,271",NAD83 / Pennsylvania North (ftUS),"4,497","4,269","15,353",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,272",NAD83 / Pennsylvania South (ftUS),"4,497","4,269","15,354",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,273",NAD83 / South Carolina (ft),"4,495","4,269","15,355",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,274",NAD83 / Tennessee (ftUS),"4,497","4,269","15,356",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,275",NAD83 / Texas North (ftUS),"4,497","4,269","15,357",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,276",NAD83 / Texas North Central (ftUS),"4,497","4,269","15,358",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,277",NAD83 / Texas Central (ftUS),"4,497","4,269","15,359",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,278",NAD83 / Texas South Central (ftUS),"4,497","4,269","15,360",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,279",NAD83 / Texas South (ftUS),"4,497","4,269","15,361",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,280",NAD83 / Utah North (ft),"4,495","4,269","15,362",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,281",NAD83 / Utah Central (ft),"4,495","4,269","15,363",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,282",NAD83 / Utah South (ft),"4,495","4,269","15,364",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,283",NAD83 / Virginia North (ftUS),"4,497","4,269","15,365",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,284",NAD83 / Virginia South (ftUS),"4,497","4,269","15,366",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,285",NAD83 / Washington North (ftUS),"4,497","4,269","15,367",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,286",NAD83 / Washington South (ftUS),"4,497","4,269","15,368",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,287",NAD83 / Wisconsin North (ftUS),"4,497","4,269","15,369",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,288",NAD83 / Wisconsin Central (ftUS),"4,497","4,269","15,370",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,289",NAD83 / Wisconsin South (ftUS),"4,497","4,269","15,371",National Geodetic Survey  http://www.ngs.noaa.gov/INFO/Policy/st_plane.html,EPSG
"2,290",ATS77 / Prince Edward Isl. Stereographic (ATS77),"4,496","4,122","19,933",Geomatics Centre; Nova Scotia Ministry of Housing and Municipal Affairs.,EPSG
"2,292",NAD83(CSRS98) / Prince Edward Isl. Stereographic (NAD83),"4,496","4,140","19,960",PEI Department of Transportation & Public Works,EPSG
"2,294",ATS77 / MTM Nova Scotia zone 4,"4,400","4,122","17,794",Geomatics Centre; Nova Scotia Ministry of Housing and Municipal Affairs.,EPSG
"2,295",ATS77 / MTM Nova Scotia zone 5,"4,400","4,122","17,795",Geomatics Centre; Nova Scotia Ministry of Housing and Municipal Affairs.,EPSG
"2,296",Ammassalik 1958 / Greenland zone 7 east,"4,501","4,196","18,427","Kort & Matrikelstyrelsen, Copenhagen.",EPSG
"2,297",Qornoq 1927 / Greenland zone 1 east,"4,501","4,194","18,421","Kort & Matrikelstyrelsen, Copenhagen.",EPSG
"21,892",Bogota 1975 / Colombia Bogota zone,"4,499","4,218","18,052","",EPSG
"21,893",Bogota 1975 / Colombia East Central zone,"4,499","4,218","18,053","",EPSG
"21,894",Bogota 1975 / Colombia East,"4,499","4,218","18,054","",EPSG
"22,032",Camacupa / UTM zone 32S,"4,400","4,220","16,132","",EPSG
"22,033",Camacupa / UTM zone 33S,"4,400","4,220","16,133","",EPSG
"22,091",Camacupa / TM 11.30 SE,"4,400","4,220","16,611",Esso Angola,EPSG
"22,092",Camacupa / TM 12 SE,"4,400","4,220","16,612",Shell Angola,EPSG
"22,191",Campo Inchauspe / Argentina 1,"4,530","4,221","18,031","",EPSG
"22,192",Campo Inchauspe / Argentina 2,"4,530","4,221","18,032","",EPSG
"22,193",Campo Inchauspe / Argentina 3,"4,530","4,221","18,033","",EPSG
"22,194",Campo Inchauspe / Argentina 4,"4,530","4,221","18,034","",EPSG
"22,195",Campo Inchauspe / Argentina 5,"4,530","4,221","18,035","",EPSG
"22,196",Campo Inchauspe / Argentina 6,"4,530","4,221","18,036","",EPSG
"22,197",Campo Inchauspe / Argentina 7,"4,530","4,221","18,037","",EPSG
"22,234",Cape / UTM zone 34S,"4,400","4,222","16,134","",EPSG
"22,235",Cape / UTM zone 35S,"4,400","4,222","16,135","",EPSG
"22,236",Cape / UTM zone 36S,"4,400","4,222","16,136","",EPSG
"22,275",South African Coordinate System zone 15,"6,503","4,222","17,515","Directorate of Surveys and Mapping, Mowbray, South Africa.",EPSG
"22,277",South African Coordinate System zone 17,"6,503","4,222","17,517","Directorate of Surveys and Mapping, Mowbray, South Africa.",EPSG
"22,279",South African Coordinate System zone 19,"6,503","4,222","17,519","Directorate of Surveys and Mapping, Mowbray, South Africa.",EPSG
"22,281",South African Coordinate System zone 21,"6,503","4,222","17,521","Directorate of Surveys and Mapping, Mowbray, South Africa.",EPSG
"22,283",South African Coordinate System zone 23,"6,503","4,222","17,523","Directorate of Surveys and Mapping, Mowbray, South Africa.",EPSG
"22,285",South African Coordinate System zone 25,"6,503","4,222","17,525","Directorate of Surveys and Mapping, Mowbray, South Africa.",EPSG
"22,287",South African Coordinate System zone 27,"6,503","4,222","17,527","Directorate of Surveys and Mapping, Mowbray, South Africa.",EPSG
"22,289",South African Coordinate System zone 29,"6,503","4,222","17,529","Directorate of Surveys and Mapping, Mowbray, South Africa.",EPSG
"22,291",South African Coordinate System zone 31,"6,503","4,222","17,531","Directorate of Surveys and Mapping, Mowbray, South Africa.",EPSG
"22,293",South African Coordinate System zone 33,"6,503","4,222","17,533","Directorate of Surveys and Mapping, Mowbray, South Africa.",EPSG
"22,300",Carthage (Paris) / Tunisia Mining Grid,"4,406","4,816","19,937","",EPSG
"22,332",Carthage / UTM zone 32N,"4,400","4,223","16,032","",EPSG
"22,391",Carthage / Nord Tunisie,"4,499","4,223","18,181","",EPSG
"22,392",Carthage / Sud Tunisie,"4,499","4,223","18,182","",EPSG
"22,523",Corrego Alegre / UTM zone 23S,"4,400","4,225","16,123","",EPSG
"22,524",Corrego Alegre / UTM zone 24S,"4,400","4,225","16,124","",EPSG
"22,700",Deir ez Zor / Levant Zone,"4,499","4,227","19,940","",EPSG
"22,770",Deir ez Zor / Syria Lambert,"4,499","4,227","19,948","",EPSG
"22,780",Deir ez Zor / Levant Stereographic,"4,499","4,227","19,949","",EPSG
"22,991",Egypt 1907 / Blue Belt,"4,400","4,229","18,071","",EPSG
"22,992",Egypt 1907 / Red Belt,"4,400","4,229","18,072","",EPSG
"22,993",Egypt 1907 / Purple Belt,"4,400","4,229","18,073","",EPSG
"22,994",Egypt 1907 / Extended Purple Belt,"4,400","4,229","18,074","",EPSG
"23,028",ED50 / UTM zone 28N,"4,400","4,230","16,028","",EPSG
"23,029",ED50 / UTM zone 29N,"4,400","4,230","16,029","",EPSG
"23,030",ED50 / UTM zone 30N,"4,400","4,230","16,030","",EPSG
"23,031",ED50 / UTM zone 31N,"4,400","4,230","16,031","",EPSG
"23,032",ED50 / UTM zone 32N,"4,400","4,230","16,032","",EPSG
"23,033",ED50 / UTM zone 33N,"4,400","4,230","16,033","",EPSG
"23,034",ED50 / UTM zone 34N,"4,400","4,230","16,034","",EPSG
"23,035",ED50 / UTM zone 35N,"4,400","4,230","16,035","",EPSG
"23,036",ED50 / UTM zone 36N,"4,400","4,230","16,036","",EPSG
"23,037",ED50 / UTM zone 37N,"4,400","4,230","16,037","",EPSG
"23,038",ED50 / UTM zone 38N,"4,400","4,230","16,038","",EPSG
"23,090",ED50 / TM 0 N,"4,400","4,230","16,400",Shell UK,EPSG
"23,095",ED50 / TM 5 NE,"4,400","4,230","16,405",NAM,EPSG
"23,239",Fahud / UTM zone 39N,"4,400","4,232","16,039","",EPSG
"23,240",Fahud / UTM zone 40N,"4,400","4,232","16,040","",EPSG
"23,700",HD72 / EOV,"4,498","4,237","19,931","",EPSG
"23,846",ID74 / UTM zone 46N,"4,400","4,238","16,046","",EPSG
"23,847",ID74 / UTM zone 47N,"4,400","4,238","16,047","",EPSG
"23,848",ID74 / UTM zone 48N,"4,400","4,238","16,048","",EPSG
"23,849",ID74 / UTM zone 49N,"4,400","4,238","16,049","",EPSG
"23,850",ID74 / UTM zone 50N,"4,400","4,238","16,050","",EPSG
"23,851",ID74 / UTM zone 51N,"4,400","4,238","16,051","",EPSG
"23,852",ID74 / UTM zone 52N,"4,400","4,238","16,052","",EPSG
"23,853",ID74 / UTM zone 53N,"4,400","4,238","16,053","",EPSG
"23,886",ID74 / UTM zone 46S,"4,400","4,238","16,146","",EPSG
"23,887",ID74 / UTM zone 47S,"4,400","4,238","16,147","",EPSG
"23,888",ID74 / UTM zone 48S,"4,400","4,238","16,148","",EPSG
"23,889",ID74 / UTM zone 49S,"4,400","4,238","16,149","",EPSG
"23,890",ID74 / UTM zone 50S,"4,400","4,238","16,150","",EPSG
"23,891",ID74 / UTM zone 51S,"4,400","4,238","16,151","",EPSG
"20,004",Pulkovo 1995 / Gauss-Kruger zone 4,"4,530","4,200","16,204","""Main Terms of Reference for the State Geodetic Network""; Federal Geodetic Service of Russia; 1994",EPSG
"20,005",Pulkovo 1995 / Gauss-Kruger zone 5,"4,530","4,200","16,205","""Main Terms of Reference for the State Geodetic Network""; Federal Geodetic Service of Russia; 1994",EPSG
"20,006",Pulkovo 1995 / Gauss-Kruger zone 6,"4,530","4,200","16,206","""Main Terms of Reference for the State Geodetic Network""; Federal Geodetic Service of Russia; 1994",EPSG
"20,007",Pulkovo 1995 / Gauss-Kruger zone 7,"4,530","4,200","16,207","""Main Terms of Reference for the State Geodetic Network""; Federal Geodetic Service of Russia; 1994",EPSG
